0.00,0,1.00,0,1.00,0,1.00,0,0,0,0
0.01,0,1.00,0,1.00,0,1.00,0,0,0,0
0.01,0,1.00,0,1.00,0,1.00,0,0,0,0
0.01,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.02,0,1.00,0,1.00,0,1.00,0,0,0,0
0.03,0,1.00,0,1.00,0,1.00,0,0,0,0
0.07,0,1.00,0,1.00,0,1.00,0,0,0,0
0.11,0,1.00,0,1.00,0,1.00,0,0,0,0
0.17,0,1.00,0,1.00,0,1.00,0,0,0,0
0.24,0,1.00,0,1.00,0,1.00,0,0,0,0
0.32,0,1.00,0,1.00,0,1.00,0,0,0,0
0.41,0,1.00,0,1.00,0,1.00,0,0,0,0
0.51,0,1.00,0,1.00,0,1.00,0,0,0,0
0.62,0,1.00,0,1.00,0,1.00,0,0,0,0
0.73,0,1.00,0,1.00,0,1.00,0,0,0,0
0.99,0,1.00,0,1.00,0,1.00,0,0,0,0
1.13,0,1.00,0,1.00,0,1.00,0,0,0,0
1.28,0,1.00,0,1.00,0,1.00,0,0,0,0
1.44,0,1.00,0,1.00,0,1.00,0,0,0,0
1.62,0,1.00,0,1.00,0,1.00,0,0,0,0
2.21,0,1.00,0,1.00,0,1.00,0,0,0,0
3.45,0,1.00,0,1.00,0,1.00,0,0,0,0
5.05,0,1.00,0,1.00,0,1.00,0,0,0,0
7.07,0,1.00,0,1.00,0,1.00,0,0,0,0
9.53,0,1.00,0,1.00,0,1.00,0,0,0,0
11.40,0,1.00,0,1.00,0,1.00,0,0,0,0
12.91,0,1.00,0,1.00,0,1.00,0,0,0,0
15.63,0,1.00,0,1.00,0,1.00,0,0,0,0
17.95,0,1.00,0,1.00,0,1.00,0,0,0,0
19.81,0,1.00,0,1.00,0,1.00,0,0,0,0
20.45,0,1.00,0,1.00,0,1.00,0,0,0,0
21.08,0,1.00,0,1.00,0,1.00,0,0,0,0
21.70,0,1.00,0,1.00,0,1.00,0,0,0,0
22.31,0,1.00,0,1.00,0,1.00,0,0,0,0
22.90,0,1.00,0,1.00,0,1.00,0,0,0,0
23.47,0,1.00,0,1.00,0,1.00,0,0,0,0
24.02,0,1.00,0,1.00,0,1.00,0,0,0,0
24.55,0,1.00,0,1.00,0,1.00,0,0,0,0
25.06,0,1.00,0,1.00,0,1.00,0,0,0,0
25.54,0,1.00,0,1.00,0,1.00,0,0,0,0
26.00,0,1.00,0,1.00,0,1.00,0,0,0,0
26.46,0,1.00,0,1.00,0,1.00,0,0,0,0
26.89,0,1.00,0,1.00,0,1.00,0,0,0,0
27.32,0,1.00,0,1.00,0,1.00,0,0,0,0
27.73,0,1.00,0,1.00,0,1.00,0,0,0,0
28.13,0,1.00,0,1.00,0,1.00,0,0,0,0
28.52,0,1.00,0,1.00,0,1.00,0,0,0,0
28.91,0,1.00,0,1.00,0,1.00,0,0,0,0
29.29,0,1.00,0,1.00,0,1.00,0,0,0,0
29.68,0,1.00,0,1.00,0,1.00,0,0,0,0
30.07,0,1.00,0,1.00,0,1.00,0,0,0,0
30.46,0,1.00,0,1.00,0,1.00,0,0,0,0
30.86,0,1.00,0,1.00,0,1.00,0,0,0,0
31.27,0,1.00,0,1.00,0,1.00,0,0,0,0
32.11,0,1.00,0,1.00,0,1.00,0,0,0,0
32.53,0,1.00,0,1.00,0,1.00,0,0,0,0
32.96,0,1.00,0,1.00,0,1.00,0,0,0,0
33.39,0,1.00,0,1.00,0,1.00,0,0,0,0
33.81,0,1.00,0,1.00,0,1.00,0,0,0,0
34.22,0,1.00,0,1.00,0,1.00,0,0,0,0
34.62,0,1.00,0,1.00,0,1.00,0,0,0,0
35.02,0,1.00,0,1.00,0,1.00,0,0,0,0
35.42,0,1.00,0,1.00,0,1.00,0,0,0,0
35.81,0,1.00,0,1.00,0,1.00,0,0,0,0
36.21,0,1.00,0,1.00,0,1.00,0,0,0,0
36.61,0,1.00,0,1.00,0,1.00,0,0,0,0
37.02,0,1.00,0,1.00,0,1.00,0,0,0,0
37.43,0,1.00,0,1.00,0,1.00,0,0,0,0
37.85,0,1.00,0,1.00,0,1.00,0,0,0,0
38.27,0,1.00,0,1.00,0,1.00,0,0,0,0
38.69,0,1.00,0,1.00,0,1.00,0,0,0,0
39.10,0,1.00,0,1.00,0,1.00,0,0,0,0
39.51,0,1.00,0,1.00,0,1.00,0,0,0,0
39.91,0,1.00,0,1.00,0,1.00,0,0,0,0
40.30,0,1.00,0,1.00,0,1.00,0,0,0,0
40.70,0,1.00,0,1.00,0,1.00,0,0,0,0
41.10,0,1.00,0,1.00,0,1.00,0,0,0,0
41.50,0,1.00,0,1.00,0,1.00,0,0,0,0
41.90,0,1.00,0,1.00,0,1.00,0,0,0,0
42.32,0,1.00,0,1.00,0,1.00,0,0,0,0
42.74,0,1.00,0,1.00,0,1.00,0,0,0,0
43.17,0,1.00,0,1.00,0,1.00,0,0,0,0
43.59,0,1.00,0,1.00,0,1.00,0,0,0,0
44.01,0,1.00,0,1.00,0,1.00,0,0,0,0
44.43,0,1.00,0,1.00,0,1.00,0,0,0,0
44.84,0,1.00,0,1.00,0,1.00,0,0,0,0
45.24,0,1.00,0,1.00,0,1.00,0,0,0,0
45.63,0,1.00,0,1.00,0,1.00,0,0,0,0
46.03,0,1.00,0,1.00,0,1.00,0,0,0,0
47.22,0,1.00,0,1.00,0,1.00,0,0,0,0
49.36,0,1.00,0,1.00,0,1.00,0,0,0,0
51.25,0,1.00,0,1.00,0,1.00,0,0,0,0
53.31,0,1.00,0,1.00,0,1.00,0,0,0,0
56.09,0,1.00,0,1.00,0,1.00,0,0,0,0
59.10,0,1.00,0,1.00,0,1.00,0,0,0,0
61.69,0,1.00,0,1.00,0,1.00,0,0,0,0
64.42,0,1.00,0,1.00,0,1.00,0,0,0,0
67.27,0,1.00,0,1.00,0,1.00,0,0,0,0
69.49,0,1.00,0,1.00,0,1.00,0,0,0,0
70.24,0,1.00,0,1.00,0,1.00,0,0,0,0
70.99,0,1.00,0,1.00,0,1.00,0,0,0,0
71.74,0,1.00,0,1.00,0,1.00,0,0,0,0
72.47,0,1.00,0,1.00,0,1.00,0,0,0,0
73.18,0,1.00,0,1.00,0,1.00,0,0,0,0
73.87,0,1.00,0,1.00,0,1.00,0,0,0,0
74.53,0,1.00,0,1.00,0,1.00,0,0,0,0
75.16,0,1.00,0,1.00,0,1.00,0,0,0,0
75.77,0,1.00,0,1.00,0,1.00,0,0,0,0
76.35,0,1.00,0,1.00,0,1.00,0,0,0,0
